PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,Status
-1.1006612975684553,0.7144285351393008,-1.9828522926618397,0.0008977682850154925,0.47363404272138654,1.6331387591588622,0.5533188322188853,-0.9727952260249829,-0.5902129393842784,-0.10682761183021165,0.4720584389979099,-1.8327302238327583,1
0.6317679906914131,-1.2844785883380379,-0.23023767163659295,0.6103018445418692,-0.12263661259624671,0.08353888087184155,-0.4096412773712505,-0.3427141314099191,-0.002472182731709618,0.1303355192990072,0.013569614117023683,0.5136463429589929,1
3.2268315048688008,-1.7411981632070967,1.4612531864978737,-1.4652755628615437,-1.2352096352410105,0.2335086983929048,1.301868025378175,0.36592068077229895,1.8524750694529015,0.7462671859359642,-0.8073918207188135,0.29408236233848944,1
-1.5383163871536953,0.9092196855258527,-2.054467867049909,0.21892998509888784,-0.5608235568489374,0.7095151474931383,0.6477069627122207,-0.8327510854240018,-0.5106274007728356,0.14024939627283603,-1.2533037133690412,0.36052262093754156,1
-0.11834037397542796,0.6210699076495714,-1.8719499525873222,0.4366640319782011,-1.2846346139378935,-0.7326324634809742,0.26731135888281116,-1.4323089813121543,-0.1282968899175619,-0.0950886735640305,-0.2930743433001437,0.8955126460026037,1
-1.5795747442801042,0.6100767901456744,0.6660996561096136,-1.4895137238450862,-1.0507325897915438,0.8406879628797836,-1.6538440202887972,0.6016128290777961,-0.5338339256224719,-1.0036163176976338,0.08098725556714341,-0.55551344901566,1
-2.7288846589893074,-1.3943295931970645,0.41639580501043655,0.27065323182204826,1.2687225861881513,-0.4124152438787299,-0.9321176831817677,-0.2241562775363147,0.42031951984644966,0.024823534868272552,0.40708388821359187,0.4691584683391566,1
-0.03786383066518272,-0.15541969636381012,-0.8558389349504048,0.012043678629116324,0.9627491602944788,-2.090837629365399,-1.1328219974609872,-2.6247525353136703,0.8426296599488267,-0.6990778852720687,1.0432900249423636,1.015075450866136,0
6.2066322984579685,-1.2187102621876218,0.6337168095151235,-0.8512738799851356,-3.1556115433865846,0.30715636296187915,1.037215378360483,0.034166166985906174,1.99261040570493,0.5551519013675907,0.38857338669932184,1.0520026795100685,1
-1.253079859206599,0.44128054616820306,0.41637574972906727,-2.631806930004294,2.357737801215435,-0.2615666817348624,2.2322404556957287,-1.2391208019956854,-2.163560475626285,-1.1744814181886851,0.7399404459480662,0.9508872331520591,0
1.9924453042339065,1.41888629895883,-2.924837275588813,0.7170974367106191,-0.8804466385194512,-2.3063773196081034,0.24885703393072978,3.0208654652636104,-0.0993958963187281,0.6431438894907621,0.11083693665798462,0.4176494836603328,1
0.1285529181404605,0.24483901195223412,-1.7204071540598853,0.14585754421143468,-0.5503818538073139,0.071425498391208,0.9042607065294005,-1.1856422490652763,-0.634808701206607,0.03826399192389858,-0.3583585776053736,-1.0118642618440556,1
1.1650326498092927,0.20440381282244152,-1.6220874766046616,0.4851015476910822,0.42129073196243644,1.9133756799257595,-0.7265583857977325,-1.177210481486581,0.057507367394533056,-0.35436254352192265,0.848822491576324,0.20285617002544465,1
3.0956863373536487,-1.6341856281077645,1.4148511106334216,-1.6881679561513951,0.31326068264148454,1.8124795842029815,0.8254854862541618,0.2016807741786856,1.9537912460420632,0.5486113239340114,-1.054976037883554,0.302775771665168,1
-1.6150442002581875,-0.45167475150503494,-0.730661939378814,0.1098934644794916,0.8330036569445923,0.34020619483528414,-0.10948843496433192,-0.7169401624756893,-0.10518936052122756,-0.07452345019812232,0.7153133212785844,-1.023693653104198,1
